type,title,country,date_added,release_year,rating,listed_in,Platform
Movie,Rumor Has It,"United States, Germany, Australia",01-08-2019,2005.0,PG-13,"Comedies, Romantic Movies",Netflix
Movie,Run,India,01-03-2018,2004.0,TV-14,"Action & Adventure, International Movies, Music & Musicals",Netflix
Movie,Runaway Bride,United States,01-12-2020,1999.0,PG,"Comedies, Romantic Movies",Netflix
Movie,Running for Grace,United States,19-06-2019,2018.0,TV-14,"Dramas, Romantic Movies",Netflix
Movie,Running Out Of Time,United States,01-08-2019,2018.0,TV-14,Thrillers,Netflix
TV Show,Rurouni Kenshin,Japan,01-01-2020,1998.0,TV-14,"Anime Series, International TV Shows",Netflix
Movie,Russell Madness,United States,10-05-2015,2015.0,PG,"Children & Family Movies, Comedies, Sports Movies",Netflix
TV Show,Russell Peters vs. the World,United States,14-10-2013,2013.0,NR,"Docuseries, Stand-Up Comedy & Talk Shows",Netflix
Movie,Russell Peters: Notorious,United States,14-10-2013,2013.0,NR,Stand-Up Comedy,Netflix
Movie,Rustom,India,06-01-2017,2016.0,TV-14,"Dramas, International Movies",Netflix
Movie,S Is for Stanley,Italy,15-06-2017,2016.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,S.W.A.T.,United States,01-01-2021,2003.0,PG-13,Action & Adventure,Netflix
Movie,Saath Saath,India,31-12-2019,1982.0,TV-14,"Dramas, Independent Movies, International Movies",Netflix
Movie,Sacro GRA,"Italy, France",21-03-2017,2013.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Sadece Sen,Turkey,10-03-2017,2014.0,TV-MA,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Sadie's Last Days on Earth,Canada,22-08-2017,2016.0,TV-14,"Comedies, Sci-Fi & Fantasy",Netflix
Movie,Sadma,India,31-12-2019,1983.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
TV Show,Sadqay Tumhare,Pakistan,15-12-2016,2014.0,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
Movie,Saeed Mirza: The Leftist Sufi,India,01-05-2017,2016.0,TV-MA,"Documentaries, International Movies",Netflix
Movie,Safety Not Guaranteed,United States,13-08-2020,2012.0,R,"Comedies, Independent Movies, Romantic Movies",Netflix
Movie,Saheb Bibi Golaam,India,01-01-2017,2016.0,TV-MA,"Dramas, International Movies",Netflix
Movie,Sairat,India,01-04-2018,2016.0,TV-14,"Dramas, International Movies, Romantic Movies",Netflix
Movie,Sakhi,India,15-02-2018,2007.0,TV-PG,"Dramas, International Movies, Music & Musicals",Netflix
Movie,Salem: His Sister's Father,Egypt,22-06-2019,2014.0,TV-14,"Dramas, International Movies",Netflix
Movie,Samantaral,India,15-09-2018,2017.0,TV-MA,"Dramas, International Movies",Netflix
Movie,Samarppanam,India,01-03-2018,2017.0,TV-PG,"Dramas, International Movies",Netflix
Movie,Sameer Abu Alneel,Egypt,06-06-2019,2013.0,TV-14,"Comedies, International Movies",Netflix
Movie,Samson,"South Africa, United States",14-12-2018,2018.0,PG-13,"Action & Adventure, Dramas, Faith & Spirituality",Netflix
Movie,Samudri Lootere,,18-06-2019,2018.0,TV-Y,Children & Family Movies,Netflix
Movie,San Pietro,United States,31-03-2017,1945.0,TV-14,"Classic Movies, Documentaries",Netflix
Movie,Sanai Choughade,India,01-01-2018,2008.0,TV-14,"Comedies, Dramas, International Movies",Netflix
Movie,Sangam,India,31-12-2019,1964.0,TV-14,"Classic Movies, Dramas, International Movies",Netflix
Movie,Santa Claws,United States,17-11-2017,2014.0,TV-PG,"Children & Family Movies, Comedies",Netflix
Movie,Santa's Apprentice,"Australia, France, Ireland",20-12-2015,2010.0,TV-G,Children & Family Movies,Netflix
Movie,Sarah's Key,France,21-09-2019,2010.0,PG-13,"Dramas, International Movies",Netflix
Movie,Sardaar ji,Canada,01-12-2017,2015.0,TV-14,"Comedies, International Movies, Music & Musicals",Netflix
Movie,Sardaarji 2,"Australia, India",15-10-2017,2016.0,TV-PG,"Action & Adventure, Comedies, International Movies",Netflix
Movie,Sarivar Sari,India,15-02-2018,2005.0,TV-14,"Dramas, International Movies",Netflix
Movie,Sarvopari Palakkaran,India,01-07-2018,2017.0,TV-14,"Dramas, International Movies",Netflix
Movie,Sat Sri Akal,India,30-01-2019,2008.0,TV-14,"Dramas, Faith & Spirituality, International Movies",Netflix
Movie,Satan & Adam,United States,01-06-2019,2018.0,TV-MA,"Documentaries, Music & Musicals",Netflix
TV Show,Satrangi,,01-04-2017,2014.0,TV-PG,"Docuseries, International TV Shows",Netflix
Movie,Satrangi Re,India,15-03-2018,2012.0,TV-14,"Dramas, International Movies, Music & Musicals",Netflix
Movie,Satte Pe Satta,India,31-12-2019,1982.0,TV-14,"Comedies, Cult Movies, Dramas",Netflix
Movie,Saturday Church,United States,06-10-2020,2017.0,TV-MA,"Dramas, LGBTQ Movies",Netflix
Movie,Savage Dog,United States,01-11-2017,2017.0,TV-MA,"Action & Adventure, Independent Movies",Netflix
Movie,Savage Raghda,Egypt,13-06-2019,2018.0,TV-MA,"Comedies, International Movies, Romantic Movies",Netflix
TV Show,Save Our Shelter,United States,18-08-2018,2015.0,TV-G,Reality TV,Netflix
Movie,Saving Mr. Banks,"United States, United Kingdom, Australia",02-03-2019,2013.0,PG-13,"Comedies, Dramas",Netflix
Movie,Saving ZoÃ«,United States,15-01-2020,2019.0,R,Dramas,Netflix
Movie,Say When,United States,19-07-2018,2014.0,R,"Comedies, Dramas, Independent Movies",Netflix
Movie,Scales: Mermaids Are Real,United States,23-01-2020,2017.0,PG,Children & Family Movies,Netflix
TV Show,Scandal,United States,19-05-2018,2018.0,TV-14,"Crime TV Shows, TV Dramas",Netflix
Movie,Scandal in Sorrento,"Italy, France",13-11-2020,1955.0,TV-PG,"Classic Movies, Comedies, Independent Movies",Netflix
Movie,Scary Movie,United States,01-01-2020,2000.0,R,"Comedies, Horror Movies",Netflix
Movie,Scary Movie 5,United States,12-08-2020,2013.0,PG-13,"Comedies, Horror Movies",Netflix
Movie,Schindler's List,United States,01-04-2018,1993.0,R,"Classic Movies, Dramas",Netflix
Movie,School Daze,United States,01-11-2020,1988.0,R,"Comedies, Dramas",Netflix
Movie,Scooby-Doo on Zombie Island,United States,15-12-2019,1998.0,TV-PG,Children & Family Movies,Netflix
Movie,Scott Pilgrim vs. the World,"United States, United Kingdom, Canada, Japan",16-09-2018,2010.0,PG-13,"Action & Adventure, Comedies, Cult Movies",Netflix
Movie,Scream 2,United States,01-10-2019,1997.0,R,Horror Movies,Netflix
Movie,Scream 3,United States,01-07-2019,2000.0,R,Horror Movies,Netflix
Movie,Seal Team Six: The Raid on Osama Bin Laden,United States,01-01-2020,2012.0,TV-MA,Action & Adventure,Netflix
Movie,Searching for Bobby Fischer,United States,07-12-2020,1993.0,PG,"Children & Family Movies, Classic Movies, Dramas",Netflix
Movie,Searching for Sugar Man,"Sweden, United Kingdom, Finland",01-12-2019,2012.0,PG-13,"Documentaries, International Movies, Music & Musicals",Netflix
Movie,Season of the Witch,United States,26-04-2019,2011.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Netflix
Movie,Secret,"Hong Kong, Taiwan",01-07-2018,2007.0,TV-PG,"Dramas, International Movies, Music & Musicals",Netflix
TV Show,Secret Affair,South Korea,22-05-2017,2014.0,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix
Movie,Secret in Their Eyes,"United States, United Kingdom, Spain, South Korea",01-04-2018,2015.0,PG-13,"Dramas, Thrillers",Netflix
Movie,Secrets of Althorp - The Spencers,United States,22-04-2017,2013.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Chatsworth,United States,22-02-2017,2013.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Henry VIII's Palace: Hampton Court,United States,22-02-2017,2013.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Her Majesty's Secret Service,United Kingdom,22-02-2017,2014.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Highclere Castle,United States,22-02-2017,2013.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Scotland Yard,United Kingdom,22-04-2017,2013.0,TV-14,Documentaries,Netflix
Movie,Secrets of Selfridges,United States,22-04-2017,2014.0,TV-PG,Documentaries,Netflix
Movie,Secrets of the Tower of London,United Kingdom,22-02-2017,2013.0,TV-PG,Documentaries,Netflix
Movie,Secrets of Underground London,United Kingdom,22-04-2017,2014.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Secrets of Westminster,"United States, United Kingdom",22-04-2017,2014.0,TV-PG,"Documentaries, International Movies",Netflix
Movie,Sen Kimsin?,Turkey,10-03-2017,2012.0,TV-14,"Comedies, International Movies",Netflix
Movie,Senna,"United Kingdom, France, United States",01-10-2019,2010.0,PG-13,"Documentaries, International Movies, Sports Movies",Netflix
TV Show,Sensitive Skin,Canada,01-12-2019,2016.0,TV-MA,TV Comedies,Netflix
Movie,"Septiembre, un llanto en silencio",Guatemala,10-03-2018,2017.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
TV Show,Servant of the People,Ukraine,01-03-2017,2015.0,TV-14,"International TV Shows, TV Comedies",Netflix
Movie,Set Up,United States,10-01-2020,2011.0,R,Action & Adventure,Netflix
Movie,Sex and the City 2,United States,01-01-2021,2010.0,R,"Comedies, Dramas, Romantic Movies",Netflix
Movie,Sex and the City: The Movie,United States,01-01-2021,2008.0,R,"Comedies, Dramas, Romantic Movies",Netflix
Movie,Sex Doll,"United Kingdom, France",10-07-2017,2016.0,UR,"Dramas, International Movies, Romantic Movies",Netflix
Movie,"Sexo, Pudor y Lagrimas",Mexico,15-12-2017,1999.0,R,"Comedies, Dramas, International Movies",Netflix
Movie,SGT. Will Gardner,United States,19-05-2019,2019.0,TV-MA,Dramas,Netflix
TV Show,Shadow of Truth,Israel,27-01-2017,2016.0,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Netflix
Movie,Shahanpan Dega Deva,India,01-01-2018,2011.0,TV-14,"Comedies, International Movies",Netflix
TV Show,Shaka Zulu,"Italy, South Africa, West Germany, Australia, United States",10-01-2019,1986.0,TV-14,TV Dramas,Netflix
Movie,Shakti: The Power,India,01-03-2018,2002.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
Movie,Shanghai,India,01-03-2018,2012.0,TV-14,"Dramas, Independent Movies, International Movies",Netflix
Movie,Shararat,India,01-03-2018,2002.0,TV-PG,"Comedies, International Movies, Music & Musicals",Netflix
Movie,Shark Busters,Hong Kong,16-08-2018,2002.0,TV-14,"Dramas, International Movies",Netflix
Movie,Shark Night,United States,02-11-2019,2011.0,PG-13,Horror Movies,Netflix
Movie,Shaurya: It Takes Courage to Make Right... Right,India,01-03-2018,2008.0,TV-14,"Dramas, International Movies",Netflix
Movie,She Did That,United States,04-02-2020,2019.0,TV-PG,Documentaries,Netflix
Movie,Shelter,United States,29-12-2017,2010.0,R,"Horror Movies, Thrillers",Netflix
TV Show,Sherlock,"United Kingdom, United States",15-05-2017,2017.0,TV-14,"British TV Shows, Crime TV Shows, International TV Shows",Netflix
Movie,Sherlock Holmes,"United States, Germany, United Kingdom, Australia",01-01-2021,2009.0,PG-13,"Action & Adventure, Comedies",Netflix
Movie,Shiva,India,31-12-2019,1990.0,TV-MA,"Action & Adventure, Dramas, International Movies",Netflix
Movie,Shopkins: Chef Club,United States,15-11-2018,2016.0,TV-Y,Movies,Netflix
Movie,Shopkins: Wild,Australia,15-11-2018,2018.0,TV-Y,Movies,Netflix
Movie,Shopkins: World Vacation,Australia,15-11-2018,2017.0,TV-Y,Movies,Netflix
Movie,Shorgul,India,30-10-2018,2016.0,TV-14,"Dramas, International Movies",Netflix
Movie,Short Term 12,United States,18-07-2019,2013.0,R,"Dramas, Independent Movies",Netflix
Movie,Shorts,"United States, United Arab Emirates",01-07-2019,2009.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,SHOT! The Psycho-Spiritual Mantra of Rock,"United Kingdom, United States",10-08-2017,2016.0,TV-MA,"Documentaries, Music & Musicals",Netflix
Movie,Shuddhi,"India, United States",01-03-2018,2017.0,TV-14,"Dramas, International Movies, Thrillers",Netflix
Movie,Shutter,Thailand,05-09-2018,2004.0,TV-MA,"Horror Movies, International Movies",Netflix
Movie,Sicilian Ghost Story,"Italy, France, Switzerland",06-07-2019,2017.0,TV-MA,"Dramas, International Movies, Thrillers",Netflix
TV Show,Sid the Science Kid,United States,31-03-2020,2008.0,TV-Y,Kids' TV,Netflix
Movie,Siddhant,India,30-10-2018,2014.0,TV-G,"Dramas, Independent Movies, International Movies",Netflix
Movie,Silencer,United States,03-12-2018,2018.0,TV-MA,"Action & Adventure, Independent Movies",Netflix
Movie,Silent Hill: Revelation,"Canada, France, United States",13-12-2019,2012.0,R,Horror Movies,Netflix
Movie,Silicon Cowboys,United States,01-04-2017,2016.0,TV-PG,Documentaries,Netflix
TV Show,Silver Spoon,Russia,15-09-2017,2015.0,TV-MA,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix
TV Show,Sin senos no hay paraÃ­so,"Colombia, Mexico, United States",15-05-2017,2008.0,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix
TV Show,Sin Senos sÃ­ Hay ParaÃ­so,"United States, Colombia",11-01-2019,2018.0,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix
Movie,Singh Saab the Great,India,15-07-2017,2013.0,TV-14,"Action & Adventure, Dramas, International Movies",Netflix
Movie,Single,Indonesia,28-09-2018,2015.0,TV-PG,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Singularity,"Switzerland, United States",01-06-2018,2017.0,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Netflix
Movie,Sinister Circle,Peru,01-10-2019,2017.0,TV-MA,"Horror Movies, International Movies",Netflix
Movie,Siren,United States,01-01-2020,2016.0,TV-MA,Horror Movies,Netflix
Movie,Sister Code,United States,14-02-2016,2015.0,R,"Comedies, Dramas, Romantic Movies",Netflix
Movie,Skin Trade,"Thailand, Canada, United States",17-12-2018,2014.0,R,Action & Adventure,Netflix
TV Show,Skin Wars,United States,01-10-2016,2016.0,TV-14,Reality TV,Netflix
TV Show,Skin Wars: Fresh Paint,United States,15-12-2018,2016.0,TV-14,Reality TV,Netflix
Movie,Skiptrace,"China, Hong Kong, United States",04-07-2019,2016.0,PG-13,"Action & Adventure, Comedies",Netflix
Movie,Sky on Fire,"China, Hong Kong",05-08-2017,2016.0,TV-MA,"Action & Adventure, International Movies",Netflix
Movie,Skydancers,"United States, France",27-06-2018,2014.0,TV-G,"Documentaries, Sports Movies",Netflix
Movie,Skyline,United States,16-01-2019,2010.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Netflix
Movie,Sleeping with Other People,United States,02-10-2017,2015.0,R,"Comedies, Dramas, Independent Movies",Netflix
Movie,Sleepover,United States,01-03-2020,2004.0,PG,"Comedies, Romantic Movies",Netflix
Movie,Sling Blade,United States,01-11-2019,1996.0,R,"Dramas, Independent Movies",Netflix
Movie,Sliver,United States,01-01-2020,1993.0,R,Thrillers,Netflix
TV Show,Slobby's World,United States,31-12-2018,2018.0,TV-MA,Reality TV,Netflix
Movie,Slow West,"United Kingdom, New Zealand",26-07-2018,2015.0,R,"Action & Adventure, Dramas, International Movies",Netflix
Movie,Small Soldiers,United States,01-06-2019,1998.0,PG-13,"Action & Adventure, Comedies, Sci-Fi & Fantasy",Netflix
Movie,Smart People,United States,12-07-2019,2008.0,R,"Comedies, Dramas, Independent Movies",Netflix
Movie,Smash: Motorized Mayhem,United States,15-05-2017,2017.0,TV-MA,"Documentaries, Sports Movies",Netflix
Movie,SMOSH: The Movie,United States,22-09-2015,2015.0,PG-13,Comedies,Netflix
Movie,Sniper: Special Ops,United States,10-01-2020,2016.0,R,"Action & Adventure, Dramas",Netflix
Movie,Socha Na Tha,India,01-07-2018,2005.0,TV-14,"Comedies, International Movies, Romantic Movies",Netflix
Movie,Social Animals,United States,19-03-2019,2018.0,TV-MA,Documentaries,Netflix
Movie,Soekarno,Indonesia,05-01-2019,2013.0,TV-MA,"Dramas, International Movies",Netflix
Movie,Solo Con Tu Pareja,Mexico,01-09-2018,1991.0,NR,"Comedies, Independent Movies, International Movies",Netflix
Movie,Solo: A Star Wars Story,United States,09-01-2019,2018.0,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",Netflix
Movie,Solo: A Star Wars Story (Spanish Version),United States,09-01-2019,2018.0,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",Netflix
Movie,Solomon Kane,"Czech Republic, United Kingdom, France",15-02-2018,2009.0,R,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Netflix
Movie,Some Freaks,United States,18-12-2017,2017.0,TV-MA,"Dramas, Romantic Movies",Netflix
Movie,Something's Gotta Give,United States,01-08-2019,2003.0,PG-13,"Comedies, Romantic Movies",Netflix
Movie,Son of a Gun,"Australia, United Kingdom, Canada",19-07-2018,2014.0,R,"Action & Adventure, Dramas, Independent Movies",Netflix
Movie,Sons of Ben,United States,10-12-2016,2016.0,NR,"Documentaries, Sports Movies",Netflix
TV Show,Sotus The Series,Thailand,25-05-2019,2016.0,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix
Movie,Soul Surfer,United States,17-05-2020,2011.0,PG,"Dramas, Faith & Spirituality, Sports Movies",Netflix
Movie,Soul to Keep,United States,01-07-2019,2019.0,TV-MA,"Horror Movies, Independent Movies",Netflix
Movie,Sour Grapes,United Kingdom,18-11-2016,2016.0,NR,Documentaries,Netflix
TV Show,Space Racers,United States,31-03-2020,2014.0,TV-Y,Kids' TV,Netflix
Movie,Sparkle,United States,01-11-2019,1976.0,PG,"Dramas, Music & Musicals",Netflix
TV Show,Spartacus,United States,01-02-2015,2013.0,TV-MA,"TV Action & Adventure, TV Dramas",Netflix
Movie,Speech & Debate,United States,06-07-2017,2017.0,PG-13,"Comedies, Dramas, Independent Movies",Netflix
Movie,Speed Is My Need,United Kingdom,09-01-2020,2019.0,TV-14,"Documentaries, Sports Movies",Netflix
Movie,Spider-Man 3,United States,01-11-2019,2007.0,PG-13,"Action & Adventure, Sci-Fi & Fantasy",Netflix
Movie,Spider-Man: Into the Spider-Verse,United States,26-06-2019,2018.0,PG,"Action & Adventure, Comedies",Netflix
Movie,Spitfire: The Plane that Saved the World,United Kingdom,01-11-2019,2018.0,TV-14,Documentaries,Netflix
TV Show,Splash and Bubbles,United States,13-08-2018,2018.0,TV-Y,Kids' TV,Netflix
Movie,Spotlight,United States,22-07-2020,2015.0,R,"Dramas, Independent Movies",Netflix
Movie,Spring Breakers,"United States, France",10-01-2021,2012.0,R,"Comedies, Cult Movies, Dramas",Netflix
Movie,Sprinter,"Jamaica, United States",15-04-2020,2018.0,TV-MA,"Dramas, International Movies, Sports Movies",Netflix
Movie,Spy Kids,United States,01-04-2019,2001.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Spy Kids 2: The Island of Lost Dreams,United States,08-03-2019,2002.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Spy Kids 3: Game Over,United States,01-04-2019,2003.0,PG,"Children & Family Movies, Comedies",Netflix
Movie,Spy Time,Spain,01-06-2016,2015.0,TV-MA,"Action & Adventure, Comedies, International Movies",Netflix
Movie,St. Agatha,United States,08-08-2019,2018.0,TV-MA,"Horror Movies, Independent Movies",Netflix
Movie,Staged Killer,United States,28-06-2019,2019.0,TV-14,Thrillers,Netflix
Movie,Standoff,Canada,11-12-2018,2015.0,R,Action & Adventure,Netflix
Movie,Star Men,"Canada, United States, United Kingdom",05-02-2017,2015.0,TV-14,Documentaries,Netflix
Movie,Star Wars: Episode VIII: The Last Jedi,United States,26-06-2018,2017.0,PG-13,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",Netflix
TV Show,Star-Crossed,United States,16-04-2015,2014.0,TV-14,"Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Netflix
Movie,Starred Up,United Kingdom,29-08-2019,2013.0,TV-MA,"Dramas, Independent Movies, International Movies",Netflix
